status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
47298465905_10154459342270906,b'ENJOY FULL ACCESS to all our current news & views that matter with just RM100 instead of RM150 per year SPECIAL DISCOUNT with our GROUP Package! (y)',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154459342270906/?type=3,2017-05-15 22:35:50,3,0,1
47298465905_10154459326935906,b'FREE Zunar Cartoon Book! Subscribe or renew your Malaysiakini subscription to 1 year from May 03 to May 30 and get 1 FREE 1 FUNNY MALAYSIA book by Zunar! Click here ~> https://goo.gl/Qo6XdO for more information:\n\n*Terms & Conditions Apply',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154459326935906/?type=3,2017-05-15 22:33:24,12,0,2
47298465905_10154459233175906,"b'So says a majority of Americans, including a growing number of Republicans.'","b""Poll: Americans want 'independent' investigation of Russiagate""",link,http://dlvr.it/P8j7Xr,2017-05-15 21:50:10,24,2,0
47298465905_10154459233040906,"b'After Trump disclosed the information, US officials immediately called the CIA and NSA.'",b'Trump revealed intelligence secrets to Russians in Oval Office - officials',link,http://dlvr.it/P8j7L0,2017-05-15 21:50:05,31,3,1
47298465905_10154459160935906,b'YOURSAY | \xe2\x80\x98PAS is one political party that wants to have its cake and eat it too.\xe2\x80\x99',"b'A case of \xe2\x80\x98we\xe2\x80\x99re are in, but out\xe2\x80\x99 or \xe2\x80\x98out, but in\xe2\x80\x99'",link,http://dlvr.it/P8hmX0,2017-05-15 21:20:20,28,23,2
47298465905_10154459160600906,"b""The DAP veteran also sheds doubts on PAS' ambition to capture five states, especially Pahang and Selangor.""","b""Kit Siang: PAS can't win 40 seats without Umno pact""",link,http://dlvr.it/P8hmHH,2017-05-15 21:20:14,92,54,9
47298465905_10154459038370906,b'The visit to Qatar by Foreign Minister Anifah Aman aims to enhance bilateral relations.',"b'Tourism, education and visa waiver discussed with Qatar'",link,http://dlvr.it/P8gyPt,2017-05-15 20:17:08,12,2,0
47298465905_10154459016195906,"b'#Columns \xe2\x80\x98Who is actually doing what, in Malaysia?\xe2\x80\x99'",b'Can we stop another Thaqif incident?',link,http://dlvr.it/P8gmMz,2017-05-15 20:03:13,23,24,9
47298465905_10154459016000906,"b'#Columns A QUESTION OF BUSINESS | That\xe2\x80\x99s enough to cover the 1MDB hole, with spare change of RM50b.'",b'Here\xe2\x80\x99s how gov\xe2\x80\x99t can make RM90b from Bandar Malaysia',link,http://dlvr.it/P8gm8h,2017-05-15 20:03:09,92,13,54
47298465905_10154458990125906,b'YOURSAY | \xe2\x80\x98We need more politicians who are able to reveal their financial transactions instantly.\xe2\x80\x99',"b'Unlike MO1, Rafizi has nothing to hide'",link,http://dlvr.it/P8gYJ3,2017-05-15 19:45:11,460,19,51
47298465905_10154458990055906,"b""Maicci says Zahid gave this assurance when asked on Malaysia's tolerance for Islamic preacher Zakir Naik.""","b""We don't harbour fugitives, DPM assures group on Zakir""",link,http://dlvr.it/P8gYGW,2017-05-15 19:45:08,172,170,78
47298465905_10154458990015906,"b""Pua says by taking over Bandar M'sia, MOF takes on about RM5b in liabilities for land it gave to 1MDB for nothing.""","b""'Strange to return Bandar M'sia deposit if consortium broke deal'""",link,http://dlvr.it/P8gXyY,2017-05-15 19:45:04,136,31,77
47298465905_10154458918905906,"b'COMMENT | LSS is invented to ask decent Malaysians of all ages to, well, \xe2\x80\x98go fly kites\xe2\x80\x99.'","b'The hype, the type and the kite that is LSS'",link,http://dlvr.it/P8g6zR,2017-05-15 19:14:29,76,35,43
47298465905_10154458918815906,b'He responds to the boxes that have dogged his political career for close to two decades.',"b'Ezam: Jailed for 2 pages, so how to reveal 6 boxes of evidence?'",link,http://dlvr.it/P8g6wY,2017-05-15 19:14:26,93,33,19
47298465905_10154458918705906,"b'However, one of them, Nik Abduh, is just sore the talks fell through, says Rais Hussin.'",b'Bersatu strategist names five PAS men who foiled tie-up plans',link,http://dlvr.it/P8g6XQ,2017-05-15 19:14:21,70,9,18
47298465905_10154458837950906,"b'KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.'","b""PKR won't push PAS out; IWH-CREC gets 2nd go at Bandar M'sia?""",link,http://dlvr.it/P8fgHk,2017-05-15 18:41:08,23,7,0
47298465905_10154457454240906,,"b""Malaysiakini's cover photo""",photo,https://www.facebook.com/MalaysiaKini/photos/a.10150618605550906.382244.47298465905/10154457454120906/?type=3,2017-05-15 11:32:00,65,0,16
47298465905_10154457435430906,"b'#Columns Selfish, self-interested ways to winning is his worldview.'",b'Humpty Trumpty\xe2\x80\x99s incumbent fall',link,http://dlvr.it/P8W8kN,2017-05-15 11:23:26,16,0,0
47298465905_10154457287760906,"b""With China's economic presence becoming more prominent,  M'sia is reaping the benefit of a strong bilateral relationship.""","b""China's investment a boost towards becoming developed nation""",link,http://dlvr.it/P8TJTL,2017-05-15 09:56:48,104,151,27
47298465905_10154457232515906,"b""MB Azmin Ali's main consideration would be the stability of the PKR-led government, says source.""","b""No push to remove excos, so PAS is expected to remain in S'gor""",link,http://dlvr.it/P8SfMc,2017-05-15 09:23:42,79,53,11
47298465905_10154457158670906,b'More than a dozen Penang Zakat Centre (ZPP) officers have been arrested.',b'More arrested in zakat embezzlement case',link,http://dlvr.it/P8RxcQ,2017-05-15 08:50:43,142,62,33
47298465905_10154457108525906,"b""'I have full confidence in him,' Najib tells reporters in Beijing.""","b""Arul Kanda remains 1MDB CEO, Irwan in charge of Bandar M'sia""",link,http://dlvr.it/P8RH2p,2017-05-15 08:17:56,76,53,18
47298465905_10154457108360906,"b'She is quizzed over a forum last year, three other Bersih reps hauled up over November 2016 candlelight vigils.'","b""Cops renew interest in Bersih's activities, haul up Maria""",link,http://dlvr.it/P8RGsY,2017-05-15 08:17:52,89,26,54
47298465905_10154456998720906,"b""Bank's IT expert says printing was done on the accused's computer, but accused had no access to the documents.""","b""Poser over who printed documents in Rafizi's Bafia trial""",link,http://dlvr.it/P8PyJP,2017-05-15 07:12:46,68,21,8
47298465905_10154456953850906,"b""It will launch a campaign claiming it is haram to vote for MIC, following the party's anti-Zakir Naik comments.""",b'Perkasa wages war against MIC',link,http://dlvr.it/P8PPK8,2017-05-15 06:42:52,337,335,194
47298465905_10154456953805906,"b""S'gor speaker regrets baseless allegations made against her by Kamarul Zaman ahead of the general election.""","b""Yeoh lodges report against lecturer over 'Christian agenda' claims""",link,http://dlvr.it/P8PPF4,2017-05-15 06:42:49,533,64,90
47298465905_10154456910065906,b'CEO says record shows ex-Pujut assemblyperson was not a returnee under the Returning Expert Programme (REP).',b'TalentCorp denies bringing back disqualified DAP rep',link,http://dlvr.it/P8NmW1,2017-05-15 06:10:28,22,14,3
47298465905_10154456910020906,"b""The tortoises had been flown in from Madagascar and were documented in the flight's manifest as stones.""",b'Malaysia seizes 330 smuggled endangered tortoises',link,http://dlvr.it/P8Nm7j,2017-05-15 06:10:25,35,3,7
47298465905_10154456905360906,"b'KiniTV BULLETIN: After Former Premier Dr. Mahathir Mohamad considered PAS a BN component party, PAS responded that they are still committed to the fight against the ruling coalition.'","b'KiniFlash - 15 May: PAS ""still committed"" to fighting BN'",link,http://www.kinitv.com/video/48262O120,2017-05-15 06:05:35,21,22,0
47298465905_10154456850405906,b'Video | KiniTV: Perkasa secretary-general Syed Hasan Syed Ali says the NGO is prepared to campaign against MIC for alleged comments made by the party linking the Malay rights NGO to the IS terrorist group.',"b""Perkasa prepared to 'declare war' against MIC""",link,http://www.kinitv.com/video/48257O8,2017-05-15 05:38:19,121,123,38
47298465905_10154456848690906,"b""Let's hear your plan, not just an abstract figure, says Umno Youth chief.""","b""KJ: Harapan's '1m jobs' promise short on specifics""",link,http://dlvr.it/P8N8xT,2017-05-15 05:37:15,28,104,7
47298465905_10154456847905906,"b""It would be cowardly for PAS to stay on in Selangor gov't, says Perkasa president.""",b'Perkasa urges PAS to leave Selangor exco',link,http://dlvr.it/P8N8nF,2017-05-15 05:37:12,34,23,4
47298465905_10154456844915906,"b""Video | KiniTV: Perkasa president Ibrahim Ali says it wouldn't make sense for PAS excos in Selangor to remain with the state government.""",b'Ibrahim Ali: PAS excos should resign in principle',link,http://www.kinitv.com/video/48256O8,2017-05-15 05:35:20,158,55,21
47298465905_10154456782205906,b'He was fined RM150 for holding a placard protesting the scandal at a townhall meeting last year.',"b""UM rejects student's appeal over 1MDB placard verdict""",link,http://dlvr.it/P8MVDl,2017-05-15 05:05:50,33,27,15
47298465905_10154456781930906,"b'IWH-CREC may get another shot at Bandar Malaysia, albeit with a smaller stake, according to a report.'",b'Report: China nudges PM on IWH-CREC deal',link,http://dlvr.it/P8MV65,2017-05-15 05:05:45,126,24,19
47298465905_10154456760325906,b'Video | KiniTV: A video of a young girl enthusiastically waving at Perak ruler Sultan Nazrin Muizzuddin Shah as he approached has gone viral on social media.',b'Little girl waves at Sultan Nazrin for photograph',link,http://www.kinitv.com/video/48254O8,2017-05-15 04:48:01,2359,94,278
47298465905_10154456744805906,"b""Seeing red over Sallehen's remarks, one exco tells PAS that Umno's purported mischief is greater.""","b""What mischief have we done? DAP reps want S'gor PAS to spell it out""",link,http://dlvr.it/P8Lw0p,2017-05-15 04:32:49,118,85,37
47298465905_10154456744780906,"b""This is to ensure the company's profitability this year, says FGV CEO Zakaria Arshad.""","b""MSM, gov't in talks to increase sugar price a further 29 sen""",link,http://dlvr.it/P8Lvmd,2017-05-15 04:32:47,154,250,175
47298465905_10154456735405906,"b""Video | KiniTV: DAP leader Lim Guan Eng says PAS' three state executive councillors in Selangor should resign after the party decided to cut ties with PKR.""","b'Why divorce and stay in the same house, Guan Eng asks PAS'",link,http://www.kinitv.com/video/48253O8,2017-05-15 04:20:55,231,80,24
47298465905_10154456715875906,"b""Looks like Penang government's commitment towards free speech is empty talk, says opposition leader.""",b'Speaker rejects motion calling for Penang CM to take leave',link,http://dlvr.it/P8LHGc,2017-05-15 03:59:28,146,49,17
47298465905_10154456715780906,"b""PAS says PCM's willingness to join hands shows the party can work with anyone provided its policies are respected.""","b""Huan's hand in friendship proves PAS not against non-Muslims""",link,http://dlvr.it/P8LH67,2017-05-15 03:59:18,50,138,16
47298465905_10154456677675906,b'Mohamed Khaled Nordin refutes suggestions that KPRJ put in money for the Bandar Malaysia project.',"b""MB: Johor losses slice of Bandar M'sia pie, but it's no financial loss""",link,http://dlvr.it/P8Kl6G,2017-05-15 03:26:23,34,4,2
47298465905_10154456556410906,"b'Malaysiakini news is independent from government/opposition influence and corporate interests. Malaysiakini is neither pro-opposition nor pro-government either. We believe in reporting fair and unbiased news and views that matter, holding governments of the day (federal and state) accountable.\n\nSupport Independent Media. Support Malaysiakini today. (y)\n\nhttps://subscription.malaysiakini.com/ (desktop)\nhttps://msub.malaysiakini.com/ (mobile)'",b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154456556410906/?type=3,2017-05-15 02:23:27,49,10,5
47298465905_10154456557250906,"b""70-year-old PAS leader to undergo 'intensive treatment' tomorrow.""",b'PAS president Abdul Hadi admitted to hospital',link,http://dlvr.it/P8JfHL,2017-05-15 02:20:19,228,243,37
47298465905_10154456557225906,"b""GANT1 wants the public to ink what is known as the 'rakyat's petition'.""","b""Group urges M'sians to be plaintiffs in '1MDB-IPIC suit' against PM""",link,http://dlvr.it/P8Jf6v,2017-05-15 02:20:16,180,9,39
47298465905_10154456557150906,"b'Almost 90pct of places where PAS fields candidates will be against BN, says PAS No 2.'","b'PAS will field candidates against BN, vows Tuan Ibrahim'",link,http://dlvr.it/P8Jdy1,2017-05-15 02:20:12,51,98,16
47298465905_10154456527330906,b'ENJOY FULL ACCESS to all our current news & views that matter with just RM100 instead of RM150 per year SPECIAL DISCOUNT with our GROUP Package! (y)',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154456527330906/?type=3,2017-05-15 02:08:21,6,0,1
47298465905_10154456522740906,b'FREE Zunar Cartoon Book! Subscribe or renew your Malaysiakini subscription to 1 year from May 03 to May 30 and get 1 FREE 1 FUNNY MALAYSIA book by Zunar! Click here ~> https://goo.gl/Qo6XdO for more information:\n\n*Terms & Conditions Apply',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154456522740906/?type=3,2017-05-15 02:06:12,14,0,1
47298465905_10154456496315906,"b'Video | KiniTV: The rescue of the university student by 54-year-old Weng Jianzhong in Putian, China was caught by the station\xe2\x80\x99s surveillance video.'",b'Suicidal woman saved from jumping in front of train',link,http://www.kinitv.com/video/48245O8,2017-05-15 01:51:43,167,6,19
47298465905_10154456493175906,"b""This is in connection with Najib's second defamation suit against the DAP national publicity secretary.""","b""Pua asked to submit defence in Najib's suit by Wednesday""",link,http://dlvr.it/P8J8MF,2017-05-15 01:49:08,50,13,6
47298465905_10154456488645906,b'Video | KiniTV: PAS deputy president Tuan Ibrahim Tuan Man says the party is focused on fighting BN.\n\nHe was responding to comments made by Bersatu chairperson Dr Mahathir Mohamad that PAS can be considered a BN component party.',"b""PAS: We're committed to fighting BN""",link,http://www.kinitv.com/video/48244O8,2017-05-15 01:45:15,72,160,13
47298465905_10154456486390906,b'Video | KiniTV: PAS deputy president Tuan Ibrahim Tuan Man says party president Abdul Hadi Awang appears cheerful after he was warded at a hospital in Kuala Lumpur.',"b'PAS: Hadi Awang hospitalised, in good condition'",link,http://www.kinitv.com/video/48241O8,2017-05-15 01:44:24,54,99,5
47298465905_10154456437640906,"b'#LETTERS Twenty year ago, my close relative almost perished in Labuan, from what was later diagnosed to be dengue, the real cause of her suffering which the hospital in Labuan, where she lay dying for a few days, had been unable to confirm. She was only saved after being air-lifted to Kota Kinabalu (KK).'",b'Dengue and Labuan',link,http://dlvr.it/P8Hk4l,2017-05-15 01:19:10,11,0,1
47298465905_10154456433045906,b'Khaled Nordin revealed this in his winding-up address on the last day of the state-assembly sitting today.',b'Johor MB: About 70 percent of Forest City workers are locals',link,http://dlvr.it/P8Hh89,2017-05-15 01:17:18,27,33,5
47298465905_10154447483475906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-15 01:00:00,9,3,0
47298465905_10154456367980906,b'PKR sec-gen also reveals that the party will hold next congress on Sunday.',"b""PKR leaders to discuss PAS' role in S'gor tomorrow""",link,http://dlvr.it/P8HDPt,2017-05-15 00:42:35,28,19,1
47298465905_10154456350440906,"b'Video | KiniTV: Attorney-general Mohamed Apandi Ali says he does not dare to comment on the disqualification of DAP Pujut assemblyperson Ting Tiong Choon, citing he wasn\'t sure about the facts.\n\n""The law is clear, but I am not sure about the facts,"" he said when met at the 17th Asean Senior Law Officials Meeting (Aslom) in Putrajaya today.'",b'AG: You cannot have dual citizenship',link,http://www.kinitv.com/video/48234O8,2017-05-15 00:33:24,43,16,3
47298465905_10154456344290906,"b""Video | KiniTV: PKR's top leadership will meet tomorrow and PAS' role in the Selangor cabinet is on the agenda, according to PKR secretary-general Saifuddin Nasution Ismail.""",b'PKR: Future of PAS in Selangor government will be discussed tomorrow',link,http://www.kinitv.com/video/48232O8,2017-05-15 00:28:34,68,22,3
47298465905_10154456330445906,"b""Video | KiniTV: More questions have been raised on the participation of the Prime Minister's son Norashman and stepson Riza Aziz in official government working visits abroad.""","b""Khairuddin: Najib's sons participate in official visit to China?""",link,http://www.kinitv.com/video/48229O8,2017-05-15 00:19:52,309,93,144
47298465905_10154456311755906,"b""The government is awaiting Singapore's response to its application to review the ICJ's judgment.""","b""M'sia doing fine in Batu Puteh sovereignty suit, says AG""",link,http://dlvr.it/P8GnGK,2017-05-15 00:10:11,17,23,4
47298465905_10154456257295906,b'Video | KiniTV: PKR president Dr Wan Azizah Wan Ismail does not rule out the implementation of hudud in Malaysia.',b'Wan Azizah: Hudud will be implemented when the time comes',link,http://www.kinitv.com/video/48225O8,2017-05-14 23:49:24,132,136,24
47298465905_10154456227925906,"b'He tells Tuan Ibrahim no one needs to ask the PAS excos to quit, it should be automatic.'","b""PAS excos shouldn't hide behind S'gor sultan, says Mahfuz""",link,http://dlvr.it/P8GPXb,2017-05-14 23:38:38,240,34,48
47298465905_10154456227735906,"b""Malaysiakini's lawyers intend to file a constitutional challenge against the charges in two weeks.""","b""M'kini CEO charged over AG videos""",link,http://dlvr.it/P8GPRH,2017-05-14 23:38:35,268,16,70
47298465905_10154456157780906,"b""Video | KiniTV: The Malaysian Anti-Corruption Commission (MACC) is expected to conclude its investigation into SRC International's RM42 million, which went to Prime Minister Najib Abdul Razak's personal bank account, within a month.""",b'AG: MACC will submit SRC probe within a month',link,http://www.kinitv.com/video/48220O8,2017-05-14 23:09:17,117,109,33
47298465905_10154456153185906,"b""Parti Amanah Negara deputy president said group gathered outside Johor MB's office to submit memo against eviction order.""",b'Alleged inaction over plight of Johor villagers rues Salahuddin Ayub',link,http://dlvr.it/P8Fy6r,2017-05-14 23:06:12,41,1,1
47298465905_10154456153115906,b'MP SPEAKS | And who\xe2\x80\x99s so silly to pay more than what Iskandar Waterfront had offered?',"b""Why is Najib practically begging China to buy up Bandar M'sia?""",link,http://dlvr.it/P8Fy10,2017-05-14 23:06:10,361,52,89
47298465905_10154456091245906,"b'The law is clear, but I am not sure about the facts, says attorney-general Mohamed Apandi Ali.'","b""AG reluctant to touch on disqualification of DAP S'wak rep""",link,http://dlvr.it/P8FbwG,2017-05-14 22:35:34,29,19,11
47298465905_10154456091240906,"b""This is the probe into the RM42 million that went into the PM's personal bank account, says attorney-general Apandi Ali.""",b'MACC will submit SRC probe to AG within a month',link,http://dlvr.it/P8FbtW,2017-05-14 22:35:33,165,199,90
47298465905_10154456019510906,"b'Explain presence of Norashman and Riza Aziz at Hangzhou function PM attended, says Khairuddin Abu Hassan.'","b""Explain role of Najib's sons in China trip, Ali Hamsa told""",link,http://dlvr.it/P8F8HQ,2017-05-14 22:01:04,693,107,245
47298465905_10154456019375906,"b""YOURSAY | \xe2\x80\x98Our PM should build up this country with our own resources, made in M'sia, by M'sians, for M'sians.\xe2\x80\x99""","b""We 'Wanda' if they are going to bail out 1MDB""",link,http://dlvr.it/P8F8FF,2017-05-14 22:01:00,95,50,26
47298465905_10154456019190906,"b""Ensure the right to life for Gulen movement participants in the country, Stockholm Centre of Freedom urges gov't.""","b""Stop doing Erdogan's dirty work, Freedom centre tells Malaysia""",link,http://dlvr.it/P8F8C5,2017-05-14 22:00:58,39,1,2
47298465905_10154455902820906,"b'ADUN SPEAKS | It\xe2\x80\x99s an absolute disgrace for PAS to scapegoat DAP, using what is common Umno-speak.'","b""S'gor PAS, don\xe2\x80\x99t use DAP as excuse to keep exco posts""",link,http://dlvr.it/P8DpLp,2017-05-14 21:28:16,313,115,80
47298465905_10154455787580906,"b'Her CDU secures 33.5 percent of the vote in North Rhine Westphalia, the most populous state in Germany.'","b""Merkel's party snatches state from rivals in crushing election win""",link,http://dlvr.it/P8DNSj,2017-05-14 20:55:11,17,0,3
47298465905_10154455703805906,b'COMMENT | 1MDB is a thumbs-up to its base version of a kleptocracy.',"b'Corruption, collusion and collision - the cost of 1MDB'",link,http://dlvr.it/P8D24z,2017-05-14 20:24:18,99,4,35
47298465905_10154455703625906,"b""The test supervised by leader Kim aims to verify ability to carry a 'large scale nuclear warhead'.""",b'N Korea says mid-to-long range missile test a success',link,http://dlvr.it/P8D23l,2017-05-14 20:24:16,29,8,3
47298465905_10154455703070906,"b""'Don't turn the flash floods that hit Sook into a political issue,' chides the minister.""",b'Kurup drowns Sabah flood critics with contempt',link,http://dlvr.it/P8D1tn,2017-05-14 20:24:13,10,10,3
47298465905_10154455630445906,"b'COMMENT | FDI is welcome but not at any cost, Bersatu supreme council says in response to Najib\xe2\x80\x99s op-ed.'","b""'We'd rather be world-class people with dignity, PM'""",link,http://dlvr.it/P8CdkL,2017-05-14 19:52:11,95,72,19
47298465905_10154455594265906,"b'#Columns COMMENT | \xe2\x80\x98I get the conundrum politicians like Wan Azizah are in, but\xe2\x80\xa6\xe2\x80\x99.'","b'Wan Azizah, \xe2\x80\x98not in the near future\xe2\x80\x99 is unacceptable'",link,http://dlvr.it/P8CSwy,2017-05-14 19:38:14,29,4,3
47298465905_10154455550865906,"b""Her interview with Al Jazeera highlights PKR's struggle in maintaining its centrist position, they say.""","b""Analysts: Much wanting in Wan Azizah's hudud position""",link,http://dlvr.it/P8CJD2,2017-05-14 19:23:13,45,11,4
47298465905_10154455550785906,"b""YOURSAY | \xe2\x80\x98Don't help because they are poor, but give them the 'tools' to help themselves.\xe2\x80\x99""",b'A tale of Indians being retold many a time',link,http://dlvr.it/P8CJ9Z,2017-05-14 19:23:11,38,8,4
47298465905_10154455465755906,"b'KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.'","b""PAS in S'gor exco to check DAP; Bandar M'sia fallout continues""",link,http://dlvr.it/P8BthT,2017-05-14 18:50:07,29,73,4
47298465905_10154453664960906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48214O8,2017-05-14 09:06:56,153,14,0
47298465905_10154453638105906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48213O8,2017-05-14 08:54:15,86,21,0
47298465905_10154453588535906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48212O8,2017-05-14 08:35:38,45,164,0
47298465905_10154453507480906,b'He says his stint as Dewan Rakyat speaker taught him how to explain various issues to the people.',b'Pandikar cites speaker experience in pitch for candidacy',link,http://dlvr.it/P81rRV,2017-05-14 08:08:22,58,114,9
47298465905_10154453507325906,"b""From minimum wage to reducing foreign workers, labour issues will be part of coalition's election pledge.""",b'Labour issues a priority for Harapan manifesto authors',link,http://dlvr.it/P81rFK,2017-05-14 08:08:14,44,2,3
47298465905_10154453507145906,"b""The documents were issued after Malaysiakini's report on the workers employed illegally there.""","b'Immigration issues permits, passes to Forest City workers'",link,http://dlvr.it/P81r2T,2017-05-14 08:08:10,125,37,53
47298465905_10154453282015906,"b'That way, people can see that PAS is all about positions and rewards, instead of principles, says PKR VP.'",b'Rafizi: Better for Harapan if PAS clings to exco',link,http://dlvr.it/P801GY,2017-05-14 05:58:13,468,67,65
47298465905_10154453201655906,"b'It is contesting nine seats in the Federal Territories, including those held by PKR and DAP.'","b'PAS may contest 100 seats, targeting victory in 40'",link,http://dlvr.it/P7zZgK,2017-05-14 05:26:12,141,345,66
47298465905_10154453132620906,"b""Pandikar blames the opposition, but Harapan says it's because Dewan Rakyat sits on only 50-plus days a year.""","b'Abide by sultan over late night sittings, Harapan tells Pandikar'",link,http://dlvr.it/P7z7bq,2017-05-14 04:54:10,228,99,39
47298465905_10154453067285906,"b""Collapse of deal with have implications on Johor's KPRJ and development of Iskandar Malaysia, warns Dr Boo Cheng Hau.""","b""Skudai rep files emergency motion on Bandar M'sia""",link,http://dlvr.it/P7yJMN,2017-05-14 03:50:11,60,3,5
47298465905_10154453039055906,b'The DPM hopes a by-election will hand them yet another seat to add to their majority.',b'Zahid confident BN can wrest Pujut from opposition',link,http://dlvr.it/P7xspG,2017-05-14 03:18:08,60,53,6
47298465905_10154452977380906,,b'KiniTV',link,http://www.kinitv.com/video/48207O8,2017-05-14 02:24:26,15,24,0
47298465905_10154452977015906,,b'KiniTV',link,http://www.kinitv.com/video/48205O8,2017-05-14 02:24:11,41,67,0
47298465905_10154452973220906,,b'KiniTV',link,http://www.kinitv.com/video/48208O8,2017-05-14 02:20:01,122,14,0
47298465905_10154452967040906,"b'The PM rubs shoulders with Putin, Gentiloni, Erdogan and Joko Widodo in Beijing.'",b'Najib joins world leaders at Belt and Road forum',link,http://dlvr.it/P7x1TS,2017-05-14 02:13:13,61,36,4
47298465905_10154452937265906,b'The DPM takes a dig at those who have ditched Umno both at national level and in Sabah.',b'Zahid: Those who quit Umno lack resilience',link,http://dlvr.it/P7wcd4,2017-05-14 01:40:13,65,90,15
47298465905_10154452937250906,b'Segambut MP ponders what is there to give Dalian Wanda comfort since Putrajaya can drop IWC-CREC on a whim?',"b""Perhaps China is familiar with 'once bitten, twice shy', says MP""",link,http://dlvr.it/P7wcL5,2017-05-14 01:40:10,147,47,30
47298465905_10154452884715906,b'#LETTERS For the Malaysian Anti-Corruption Commission (MACC) to congratulate Umno on its 71st anniversary is uncalled for. The MACC is a government body and its budget is from public funds. Its job includes ensuring that Umno officers and members are not involved in corrupt practices.',b'Why is MACC so chummy with Umno?',link,http://dlvr.it/P7wC8L,2017-05-14 01:08:10,125,48,42
47298465905_10154452819725906,"b""Johor Umno's reluctance to let Shahrir Samad reveals their lack of eligible candidates, says Johor PKR.""","b""'Johor Umno's plea to Shahrir signals distress'""",link,http://dlvr.it/P7vVBs,2017-05-14 00:04:07,62,8,1
47298465905_10154447483010906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-14 00:00:00,7,5,0
47298465905_10154452719095906,"b""MALAYSIANS KINI | Without a protege, Ramli Mahmud may be the last in generation of storytellers, the Awang Batil, so called for their practice of telling folklore while beating on a drum called the 'batil'. \n\nRead about it here: https://www.malaysiakini.com/news/382160""",b'The last of generations of storytellers',link,http://dlvr.it/P7tmFc,2017-05-13 23:00:06,11,0,3
47298465905_10154452675700906,"b""The Selangor commissioner hits out at Umno but manages a swipe at his party's former ally.""","b""PAS staying put in S'gor gov't to stop DAP 'mischief', says Sallehen""",link,http://dlvr.it/P7tTfR,2017-05-13 22:30:10,151,320,73
47298465905_10154452609860906,"b'#LETTERS What does K Sundaram, John de Souza, my sons and I have in common?\n Something we don\xe2\x80\x99t see very often.\n We are non-Chinese born of Chinese mothers\n a family situation not quite like the others.'","b'Xie xie, ma ma'",link,http://dlvr.it/P7t6Yz,2017-05-13 21:55:13,47,3,5
47298465905_10154452609705906,"b'#LETTERS Amma and annaei, pronounced across the straits, are one and the same,'",b'Glory and praise to amma',link,http://dlvr.it/P7t6H9,2017-05-13 21:55:09,14,0,0
47298465905_10154452534170906,"b""MP SPEAKS |  Without even a MOU signed, it makes one 'wanda' if its all a smokescreen.""","b""Najib's magic Wanda fails to cast spell over reality""",link,http://dlvr.it/P7srpC,2017-05-13 21:28:08,339,39,67
47298465905_10154452396540906,"b'KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.'","b""Najib's Wanda meet ends Bandar M\xe2\x80\x99sia question mark; PAS excos\xe2\x80\x99 fate murky""",link,http://dlvr.it/P7sDZw,2017-05-13 20:26:36,68,12,12
47298465905_10154452348865906,b'COMMENT | The mandate was given by the people of Selangor to Pakatan Rakyat.',"b'Out you go, PAS'",link,http://dlvr.it/P7rt8y,2017-05-13 19:55:09,660,69,112
47298465905_10154452306890906,"b""Abang Johari isn't perturbed by DAP's claim the state's move goes against the court ruling on Ting Tiong Choon.""","b""S'wak CM says state gov't has 'no issue' with Pujut rep's termination""",link,http://dlvr.it/P7rZcy,2017-05-13 19:25:12,60,19,4
47298465905_10154452306850906,"b'YOURSAY | \xe2\x80\x98When Michelle Obama goes abroad, she has many people welcoming her. Why?\xe2\x80\x99'",b'Why would Sarawak Report harass a national liability?',link,http://dlvr.it/P7rZQL,2017-05-13 19:25:09,260,66,51
47298465905_10154452306825906,b'YOURSAY | \xe2\x80\x98This congratulatory statement by MACC was most unwise and uncalled for.\xe2\x80\x99',"b'Instead of congratulating Umno, MACC should nab MO1'",link,http://dlvr.it/P7rZ0T,2017-05-13 19:25:07,498,91,134
