status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
47298465905_10154462916935906,"b'She is just articulating the good values learnt from her religion, says Salahuddin.'","b""What's wrong with Yeoh being Christian, asks Amanah""",link,http://dlvr.it/P9GV5g,2017-05-17 02:58:09,1493,109,262
47298465905_10154462908345906,b'Video | KiniTV: Prime Minister Najib Abdul Razak says the Finance Ministry will retain 100% ownership of Bandar Malaysia.',"b""Najib: Gov't to retain 100% ownership of Bandar Malaysia""",link,http://www.kinitv.com/video/48346O8,2017-05-17 02:50:11,80,133,39
47298465905_10154462903915906,"b'Video | KiniTV: The registration of new voters was eight times higher than normal during the third quarter of 2016, prompting Shah Alam MP Khalid Abdul Samad to raise suspicions on the exercise.'",b'Drastic increase in new voters raises suspicion',link,http://www.kinitv.com/video/48344O8,2017-05-17 02:45:31,56,16,14
47298465905_10154462903460906,"b'Video | KiniTV: Public expectations on politicians to have ample funds for distribution is a factor which contributes to corruption, Parti Sosialis Malaysia (PSM) central committee member Dr Michael Jeyakumar said today.'","b""'Public expect reps to act like Santa Claus'""",link,http://www.kinitv.com/video/48342O8,2017-05-17 02:45:02,20,2,3
47298465905_10154462903140906,"b'Video | KiniTV: Universiti Utara Malaysia lecturer Kamarul Zaman Yusoff today lodged a police report against Selangor speaker Hannah Yeoh for allegedly driving a ""Christian agenda"".'",b'Lecturer lodges report accusing Hannah Yeoh of proselytisation',link,http://www.kinitv.com/video/48333O8,2017-05-17 02:44:42,95,122,30
47298465905_10154462883255906,"b'Hannah Yeoh talking about her religious convictions is not tantamount to preaching, says Lim Guan Eng.'",b'CM: Is it wrong for non-Muslims to talk about their faith?',link,http://dlvr.it/P9FzMH,2017-05-17 02:26:08,891,137,165
47298465905_10154462825020906,"b""Haparan leader cites AG's nonchalance over MACC probe on SRC Int'l as example of current problems.""","b""Harapan's manifesto to ensure prosecution powers for MACC""",link,http://dlvr.it/P9FQbp,2017-05-17 01:53:15,41,1,7
47298465905_10154462824895906,"b'Party sec-gen Sivarajan said the seats include the Sungai Siput parliamentary seat and the Semenyih, Kota Damansara and Jelapang state seats.'",b'PSM gunning for 20 seats in GE14',link,http://dlvr.it/P9FQMv,2017-05-17 01:53:12,26,21,1
47298465905_10154462824805906,"b'The increase is due to rising food and transport costs, according to government data.'","b""Malaysia's April consumer prices rise 4.4 pct year-on-year, below forecast""",link,http://dlvr.it/P9FQ2c,2017-05-17 01:53:06,11,23,5
47298465905_10154462776345906,"b""Reports saying otherwise are 'erroneous', adds the prime minister.""","b""Najib: No turning back on axed Bandar M'sia deal with IWH-CREC""",link,http://dlvr.it/P9DyLl,2017-05-17 01:20:50,106,30,14
47298465905_10154462776310906,"b'She responds to UUM lecturer who accused her of proselytisation in her book ""Becoming Hannah"".'","b'No shame in walking with God, says Yeoh'",link,http://dlvr.it/P9DyLR,2017-05-17 01:20:47,1510,183,215
47298465905_10154462776285906,"b""Ti Lian Ker opens fire on Perkasa, and gives it a history lesson on Umno's ties with the Communist Party of China.""","b'Why no battle cries over Umno-CPC ties, MCA leader asks Perkasa'",link,http://dlvr.it/P9DyKv,2017-05-17 01:20:45,93,42,41
47298465905_10154462776270906,b'The median forecast for annual growth in January-March was up 0.3 percent from the fourth quarter of 2016.',"b'Malaysia Q1 growth seen faster on strong domestic demand, exports'",link,http://dlvr.it/P9DyJ9,2017-05-17 01:20:41,5,2,0
47298465905_10154462776185906,"b""PKR is also giving PAS a not-so-subtle nudge about Selangor, says Amanah's No 2.""",b'Amanah: PKR shows integrity by vacating Kelantan posts',link,http://dlvr.it/P9DyCt,2017-05-17 01:20:38,83,6,3
47298465905_10154462776140906,b'Expecting politicians to dish out ample funds contribute to corruption says Dr Michael Jeyakumar.',"b""PSM MP: Public expect reps to 'play' Santa Claus""",link,http://dlvr.it/P9DxvF,2017-05-17 01:20:34,10,1,2
47298465905_10154462762620906,"b'#LETTERS Sahabat Alam Malaysia (SAM) urges the Natural Resources and Environment Ministry to immediately disclose the findings of investigations by the Department of Environment (DOE) of Pahang on the sources of pollution of Sungai Pahang, Sungai Temerloh, Tasik Chini and Tasik Mentiga.'",b'Disclose sources of pollution of rivers and lakes in Pahang',link,http://dlvr.it/P9DmNR,2017-05-17 01:09:10,18,2,4
47298465905_10154462735525906,"b""Najib Razak's lawyers plan to argue that their client is not a 'public officer' yet again.""","b""Hearing to strike out Pua's 'misfeasance' suit on June 15""",link,http://dlvr.it/P9DSdL,2017-05-17 00:48:08,57,48,21
47298465905_10154462735500906,b'The PAS president thanks those who prayed for his health.',"b'Hadi cheerful, recovering from surgery'",link,http://dlvr.it/P9DSL7,2017-05-17 00:48:06,40,57,4
47298465905_10154462705290906,"b'Massive spike despite barring of new registrations by opposition parties raises questions, says Shah Alam MP.'",b'Eight-times increase in new voters raises suspicion',link,http://dlvr.it/P9CzKX,2017-05-17 00:16:13,106,28,41
47298465905_10154462705240906,b'Bersatu president states the tie-up will lead to straight fights in the next general election.',"b'Better for Harapan if Umno and PAS merge, quips Muhyiddin'",link,http://dlvr.it/P9CzCd,2017-05-17 00:16:10,79,13,11
47298465905_10154462705210906,"b""The two officers didn't want to offend their seniors from the D9 unit, the EAIC inquiry hears.""",b'Balamurugan inquiry: Cops ignored screams for help from lock-up',link,http://dlvr.it/P9Cyps,2017-05-17 00:16:06,47,15,33
47298465905_10154447484725906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-17 00:00:00,3,0,0
47298465905_10154462666015906,b'It receives a complaint on Dr Ting Tiong Choon holding Malaysian and Australian citizenship.',b'Home Ministry to probe Pujut rep on dual citizenship allegation',link,http://dlvr.it/P9CWKX,2017-05-16 23:43:22,17,9,6
47298465905_10154462665945906,"b""Meanwhile, lawyer claims non-Muslims now can't speak of their own religion without being accused of proselytising.""","b'Lecturer lodges report, accuses Yeoh of proselytisation'",link,http://dlvr.it/P9CWFs,2017-05-16 23:43:19,297,585,251
47298465905_10154462665895906,b'He is filing a suit for double jeopardy in charges related to organising the Black 505 rally.',"b""Nik Nazmi's suit vs Gani and AGC to go on trial""",link,http://dlvr.it/P9CW7H,2017-05-16 23:43:16,29,0,1
47298465905_10154462665880906,b'The call comes from PAS research centre director Mohd Zuhdi Marzuki.',"b""Respond to Kiwi author's book on 'Christian agenda', DAP told""",link,http://dlvr.it/P9CVyr,2017-05-16 23:43:12,31,38,8
47298465905_10154462665810906,"b'How does MIC opposing Zakir be construed as being anti-Islam or anti-Malay, asks Saravanan.'","b""MIC: Perkasa 'shallow' to defend Zakir Naik over M'sians""",link,http://dlvr.it/P9CVc5,2017-05-16 23:43:08,163,82,44
47298465905_10154462608610906,"b'Malaysiakini news is independent from government/opposition influence and corporate interests. Malaysiakini is neither pro-opposition nor pro-government either. We believe in reporting fair and unbiased news and views that matter, holding governments of the day (federal and state) accountable.\n\nSupport Independent Media. Support Malaysiakini today. (y)\n\nhttps://subscription.malaysiakini.com/ (desktop)\nhttps://msub.malaysiakini.com/ (mobile)'",b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154462608610906/?type=3,2017-05-16 23:00:21,13,2,1
47298465905_10154462606705906,b'ENJOY FULL ACCESS to all our current news & views that matter with just RM100 instead of RM150 per year SPECIAL DISCOUNT with our GROUP Package! (y)',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154462606705906/?type=3,2017-05-16 22:59:22,3,0,1
47298465905_10154462605315906,b'FREE Zunar Cartoon Book! Subscribe or renew your Malaysiakini subscription to 1 year from May 03 to May 30 and get 1 FREE 1 FUNNY MALAYSIA book by Zunar! Click here ~> https://goo.gl/Qo6XdO for more information:\n\n*Terms & Conditions Apply',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154462605315906/?type=3,2017-05-16 22:58:48,6,0,1
47298465905_10154462589335906,"b""Video | KiniTV: PKR will vacate all political appointments in the PAS-led Kelantan government following PAS' decision to cut ties with PKR, said PKR president Dr Wan Azizah Wan Ismail.""",b'PKR to vacate Kelantan posts',link,http://www.kinitv.com/video/48321O8,2017-05-16 22:47:47,549,73,56
47298465905_10154462580350906,b'Video | KiniTV: A video has emerged online of a queue cutter trying to intimidate another road user on Jalan Loke Yew in Kuala Lumpur. \n\nThe man stops his car in the middle of traffic and walks to the car behind him; loud knocking can be heard moments later.',b'Queue cutter tries to intimidate road user in KL',link,http://www.kinitv.com/video/48319O8,2017-05-16 22:39:37,401,181,488
47298465905_10154462573015906,"b'It has latched on to more than 200,000 computers and begun manufacturing digital currency.'",b'Hackers mint crypto-currency in global \xe2\x80\x98ransomware\xe2\x80\x99 attack',link,http://dlvr.it/P9BcHQ,2017-05-16 22:38:07,13,1,3
47298465905_10154459893975906,b'The Malaysian Education Dilemma\nOne of the most outdated systems still up and running in Malaysia\n\nRead more at: http://vox.malaysiakini.com/en/24456\n#brandvoice',b'The Malaysian Education Dilemma',link,http://vox.malaysiakini.com/en/24456,2017-05-16 22:30:00,8,4,3
47298465905_10154462541440906,b'5 things you didn\xe2\x80\x99t know about hearing loss\n\nHearing loss is one of the most common health problems in the world. Do you have hearing loss?\n\nSign up for a free consultation at: http://bit.ly/2olJviM\n#Brandvoice',b'5 things you didn\xe2\x80\x99t know about hearing aids and hearing loss',link,http://bit.ly/2qhwK9v,2017-05-16 22:19:25,11,0,0
47298465905_10154462459295906,b'From Top 5 runners to Top 1 runner\nCoway - the Water Specialist\xe2\x84\xa2 held Coway Run on 7th May and was a tremendous success! Find out how running and drinking cleaner water can help you stay fit and healthy. \n\nRead for more info: http://vox.malaysiakini.com/en/24597\n#brandvoice',b'From Top 5 runners to Top 1 runner',link,http://vox.malaysiakini.com/en/24597,2017-05-16 21:36:20,10,0,4
47298465905_10154462452560906,b'The revelations renew calls for an independent investigation into Russiagate.',b'US lawmakers want to see Comey memo on Trump meeting',link,http://dlvr.it/P99mTp,2017-05-16 21:33:20,20,0,1
47298465905_10154462452490906,b'The PAS chief underwent surgery at the IJN yesterday to replace a leaking heart valve.',b'Kit Siang wishes Hadi a speedy recovery',link,http://dlvr.it/P99mRW,2017-05-16 21:33:17,163,45,4
47298465905_10154462451935906,b'The explosive new development followed a week of tumult at the White House.',b'Trump asked FBI chief Comey to end Flynn-Russia probe - source',link,http://dlvr.it/P99mGS,2017-05-16 21:33:12,21,5,1
47298465905_10154462451665906,"b'All resumed to normal after 10 last night, following the fire in a room holding air-conditioning equipment.'",b'Small fire affects Changi Airport Terminal 2',link,http://dlvr.it/P99m2b,2017-05-16 21:33:08,18,1,1
47298465905_10154462381885906,"b'COMMENT | If the controversial preacher is not in Malaysia, then where is he?'",b'Malaysia distancing itself from Zakir Naik?',link,http://dlvr.it/P99KMV,2017-05-16 21:01:09,128,104,53
47298465905_10154462381770906,"b'This is an effort to reduce road traffic and encourage city folk to use public transport, says minister Tengku Adnan.'",b'DBKL studying doing away with parking bays in buildings',link,http://dlvr.it/P99K6R,2017-05-16 21:01:06,100,253,64
47298465905_10154462381600906,b'YOURSAY | \xe2\x80\x98Many forget this is a diverse nation with Sarawak and Sabah playing a significant part.\xe2\x80\x99',b'Wan Azizah too nice a person to survive hudud politics',link,http://dlvr.it/P99Jzh,2017-05-16 21:01:02,38,6,5
47298465905_10154462260605906,"b'They include a large GLC, a gov\xe2\x80\x99t-linked investment firm and an insurance company.'",b'About a dozen in M\xe2\x80\x99sia fall victim to WannaCry attack',link,http://dlvr.it/P98S6c,2017-05-16 19:56:09,48,6,21
47298465905_10154462198540906,"b'#Columns COMMENT | Journalists report events. We are purveyors of news. We ask questions, sometimes difficult and embarrassing.'",b'When journalists are penalised for doing their job',link,http://dlvr.it/P986HC,2017-05-16 19:28:08,34,7,14
47298465905_10154462186550906,b'COMMENT | I urge all parents and sensible M\xe2\x80\x99sians to stand up together and stop the double standards.',b'\xe2\x80\x98Education Ministry should stop all the nonsense\xe2\x80\x99',link,http://dlvr.it/P984cd,2017-05-16 19:25:21,420,57,166
47298465905_10154462186475906,"b'Developers hiring undocumented workers should be blacklisted, says MTUC.'","b""'Act against Forest City developer, not just legalise workers'""",link,http://dlvr.it/P984cS,2017-05-16 19:25:19,36,12,7
47298465905_10154462186430906,"b'COMMENT | The PM cannot be above the law, nor can he subvert it.'",b'The wonder of yonder in Malaysia',link,http://dlvr.it/P984bM,2017-05-16 19:25:14,60,17,18
47298465905_10154462186380906,"b'YOURSAY | \xe2\x80\x98If you spill sugar, ants will gather, if you throw stale bread, rats will come.\xe2\x80\x99'",b'Show of force not a reflection of MO1\xe2\x80\x99s popularity',link,http://dlvr.it/P984TQ,2017-05-16 19:25:10,129,50,43
47298465905_10154462186280906,"b'Akhbar Satar says public officials should declare assets periodically, or face action.'",b'TI-M: PM and his cabinet should declare assets to MACC',link,http://dlvr.it/P984JY,2017-05-16 19:25:05,191,66,48
47298465905_10154462104060906,"b'KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.'","b""'Umno, BN got RM10m SRC funds'; Bersatu strategist blames PAS 5""",link,http://dlvr.it/P97c2N,2017-05-16 18:53:12,89,7,17
47298465905_10154460980605906,"b'Rights groups should air their grouses to Turkey, says DPM.'","b""Zahid: We didn't arrest trio on Turkey's orders""",link,http://dlvr.it/P8zrrW,2017-05-16 11:25:27,14,17,4
47298465905_10154460980345906,b'Wan Azizah says the decision on Selangor will be made when Azmin returns.',"b""PKR to vacate Kelantan posts, leaves S'gor exco issue for later""",link,http://dlvr.it/P8zrhK,2017-05-16 11:25:20,96,16,10
47298465905_10154460940770906,"b""The party accepts PAS' decision to cut ties but rejects reasons given for the decision.\n \nhttps://www.malaysiakini.com/news/382450""","b""PKR to vacate Kelantan posts, leaves S'gor exco issue for later""",link,https://www.malaysiakini.com/news/382450,2017-05-16 11:05:04,101,22,19
47298465905_10154460893180906,"b""Teacher's Day celebration at SK Othman Talib 1 took a tragic turn after one teacher fell ill on stage.""","b""Teacher dies during Teacher's Day performance""",link,http://dlvr.it/P8z8ZB,2017-05-16 10:54:45,56,21,15
47298465905_10154460704285906,"b'Police seize a car, mobile phones, debit and credit cards, a cheque book and RM20,936 in cash.'",b'Three arrested in JJPTR ponzi scheme',link,http://dlvr.it/P8xgFw,2017-05-16 09:46:19,93,17,16
47298465905_10154460704075906,"b""He pledged allegiance via Telegram and said 'Alhamdulillah' over the Movida bar bombing in Puchong.""",b'Technician jailed for supporting IS',link,http://dlvr.it/P8xg27,2017-05-16 09:46:12,24,0,2
47298465905_10154460627050906,b'Media reports at least 10 incidences of the cyber virus hitting users in Malaysia.',b'MCMC toughens cyber defence after Wannacry attack',link,http://dlvr.it/P8ww2P,2017-05-16 09:14:20,20,3,6
47298465905_10154460546960906,"b'Programmes to fight misinformation will be intensified, it says.'",b'Info Dept ready to curb hoaxes in lead up to GE14',link,http://dlvr.it/P8wDTc,2017-05-16 08:41:55,14,7,8
47298465905_10154460407190906,"b'Religious conviction can motivate people to do good in politics, says Selangor exco member.'","b'Nik Nazmi defends Yeoh, says Islam motivates him'",link,http://dlvr.it/P8tsTP,2017-05-16 07:36:09,269,33,26
47298465905_10154460320495906,b'KiniTV BULLETIN: Pakatan Harapan representatives today called upon Dewan Rakyat speaker Pandikar Amin Mulia to relinquish his post if he is no longer able to focus on implementing reforms in Parliament.',b'KiniFlash - 16 May: Pakatan Harapan wants Dewan Rakyat speaker to step down',link,http://www.kinitv.com/video/48315O120,2017-05-16 06:59:22,61,2,1
47298465905_10154460265475906,"b""Company's share price became volatile following fluid situation with Bandar Malaysia.""",b'Bursa queries IWCity over unusual market activity',link,http://dlvr.it/P8sXFY,2017-05-16 06:29:18,43,7,10
47298465905_10154460265365906,b'EC chief says the commission was informed of the vacant seat by the Sarawak assembly speaker.',b'EC to meet Friday on Pujut state by-election',link,http://dlvr.it/P8sWyc,2017-05-16 06:29:11,16,7,1
47298465905_10154460180090906,"b'PAS members are loyal to their leaders, who are working with evildoers, says ex-PM.'","b""Dr M: PAS' goal is to split Malay vote""",link,http://dlvr.it/P8rsSK,2017-05-16 05:56:43,318,65,65
47298465905_10154460180015906,b'Prosecution claims army man misappropriates Pulpak monies.',b'Army corporal claims trial over abuse of funds',link,http://dlvr.it/P8rsKT,2017-05-16 05:56:38,14,5,4
47298465905_10154460179845906,"b""The party's No 2 says statements by Mahathir, particularly those that went against its policy and struggle caused the stalemate.""",b'Tuan Ibrahim pins failure of PAS-Bersatu talks on Dr M',link,http://dlvr.it/P8rsCN,2017-05-16 05:56:35,32,40,8
47298465905_10154460163350906,"b'A video has surfaced on the internet of blindfolded children reciting prayers in the dark as they are spooked by adults at what is believed to be a motivational camp.\n\nAccording to comments on the video, the activity aims to toughen up Malaysian children.'","b""Blindfolded children scared in the dark at 'motivational camp'""",link,http://www.kinitv.com/video/48310O8,2017-05-16 05:48:38,87,144,55
47298465905_10154460084705906,"b""Marcus Mojigoh tells Rafizi to 'go and fly a kite' over his latest allegation.""",b'Upko: Normal to receive funds from BN chief for public programmes',link,http://dlvr.it/P8rHb7,2017-05-16 05:25:20,70,110,39
47298465905_10154460083750906,b'Baru Bian says this after state confirmed that  funds for rural projects will only go to BN-held constituencies.',"b""Gov't accused of 'bullying' as non-BN reps deprived of funds""",link,http://dlvr.it/P8rHNW,2017-05-16 05:25:16,126,23,60
47298465905_10154460082755906,"b""The Malay rights body asks the police, army, NGOs and political parties to counter MCA's action.""",b'Perkasa worries of communist infiltration in MCA deal',link,http://dlvr.it/P8rH7n,2017-05-16 05:25:11,167,289,109
47298465905_10154459933700906,"b'Video | KiniTV: Malaysia has unwittingly become a ""dumping ground"" for foreigners who were turned away from Syria for trying to join the Islamic State, reported the New Straits Times today.'","b""'Malaysia dumping ground for terrorist wannabes'""",link,http://www.kinitv.com/video/48306O8,2017-05-16 04:36:46,163,35,60
47298465905_10154459927125906,,b'KiniTV',link,http://www.kinitv.com/video/48304O112,2017-05-16 04:33:29,7,0,0
47298465905_10154459892025906,b'The operation at IJN is to replace a leaking heart valve.',b'Hadi successfully undergoes heart surgery',link,http://dlvr.it/P8q2Vt,2017-05-16 04:20:19,118,127,15
47298465905_10154459891900906,"b""Penang opposition leader Jahara Hamid also says it's not wrong for state liaision to receive money from party president.""",b'Penang Umno denies receiving money from Najib',link,http://dlvr.it/P8q2LG,2017-05-16 04:20:12,71,96,52
47298465905_782430798600314,"b'KiniTV QUICKIEPEDIA: After infecting government and private agencies in over 150 countries, the dangerous computer virus WannaCry has made landfall in Malaysia. Are you safe from it?'",b'Quickiepedia: Do you WannaCry?',video,https://www.facebook.com/MalaysiaKini/videos/782430798600314/,2017-05-16 04:05:23,27,6,50
47298465905_10154459856470906,b'The political bureau will meet tonight to discuss whether to jettison PAS out of the Selangor government.',"b""Azmin can't be at PKR meet to discuss PAS exco reps' fate""",link,http://dlvr.it/P8pRCb,2017-05-16 03:47:35,80,30,8
47298465905_10154459856025906,"b""Abdul Rahman Dahlan says the IWH-CREC consortium can still bid for the project, 'as long as the numbers are okay'.""","b""'No flip-flop in termination of IWC-CREC's Bandar M'sia deal'""",link,http://dlvr.it/P8pR3H,2017-05-16 03:47:29,59,44,15
47298465905_10154459855830906,b'Selangor exco claims that a district education department abused its powers by instructing staff to avoid such events.',b'\xe2\x80\x98Gov\xe2\x80\x99t school staff banned from attending non-ministry events\xe2\x80\x99',link,http://dlvr.it/P8pQsd,2017-05-16 03:47:24,62,12,17
47298465905_10154459855460906,"b""Penang CM dismisses injury to 'wear and tear' due to too much hand shaking.""","b'Injured hand not due to banging table, says Guan Eng'",link,http://dlvr.it/P8pQfq,2017-05-16 03:47:19,146,25,17
47298465905_10154459818640906,b'Video | KiniTV: The Pakatan Harapan secretariat has urged Pandikar Amin Mulia to relinquish his post as Dewan Rakyat speaker if he is no longer able to focus on implementing reforms in Parliament.',b'Pakatan Harapan wants Pandikar to quit as speaker',link,http://www.kinitv.com/video/48303O8,2017-05-16 03:35:28,417,60,52
47298465905_10154459779755906,"b'The punishments in the Act violates several international treaties Malaysia has acceded to, says the human rights body.'",b'Suhakam concerned about Act 355 amendments',link,http://dlvr.it/P8nry5,2017-05-16 03:14:24,26,1,5
47298465905_10154459779740906,b'He wants them to return the money to SRC International.',"b""Rafizi claims Umno, BN got 'RM10.02m SRC money' from Najib""",link,http://dlvr.it/P8nrsj,2017-05-16 03:14:19,428,29,136
47298465905_10154459779680906,"b'Only illegal immigrants are held in detention centres while refugees are free to move about, says Nur Jazlan, in disputing UK report.'","b""'M'sia has unofficial deal not to haul UNHCR card holders to depots'""",link,http://dlvr.it/P8nrW0,2017-05-16 03:14:14,16,3,1
47298465905_10154459779555906,b'Communications minister urges the people to get authentic news by reading Bernama on their gadgets.',b'Salleh: Bernama has vital role in countering fake news',link,http://dlvr.it/P8nr85,2017-05-16 03:14:10,58,229,38
47298465905_10154459778935906,"b'Video | KiniTV: Peng Liyuan, wife of Chinese President Xi Jinping, invited the partners of world leaders attending the Belt and Road Forum for International Cooperation to the Palace Museum in Beijing on Monday.'","b""Rosmah visits Palace Museum in Beijing with other leaders' wives""",link,http://www.kinitv.com/video/48302O8,2017-05-16 03:13:35,60,47,2
47298465905_10154459773165906,b'Video | KiniTV: JJ Poor To Rich (JJPTR) founder Johnson Lee and two of his staff have been remanded for three days to facilitate investigations.\n\nThe case is being investigated under Section 420 of the Penal Code for fraud.',"b'JJPTR founder Johnson Lee, two others remanded for 3 days'",link,http://www.kinitv.com/video/48300O8,2017-05-16 03:08:00,304,70,94
47298465905_10154459740800906,b'Coalition wants him to resign if he cannot focus on implementing reforms or wants to return to active politics.',b'Pakatan Harapan tells Pandikar to quit as speaker',link,http://dlvr.it/P8nGzN,2017-05-16 02:41:17,320,28,47
47298465905_10154459740750906,"b'The three-member bench also set-aside a previous High Court order which required Zahida Rafique to pay RM150,000 in damages to her former employee.'",b'Actress awarded RM200k from former driver.',link,http://dlvr.it/P8nGjq,2017-05-16 02:41:12,31,2,2
47298465905_10154459688960906,b'Video | KiniTV: Pakatan Harapan secretary-general Saifuddin Abdullah says Malaysians will get a change to choose which logo the opposition coalition will use in the 14th general elections (GE14).',b'Pakatan Harapan wants you to help them choose a logo',link,http://www.kinitv.com/video/48293O8,2017-05-16 02:09:20,432,18,13
47298465905_10154459688955906,"b'Deputy minister, however, says the claim that detainees have to resort to drinking toilet water will be probed.'","b""Nur Jazlan brands report on refugees as 'grossly misleading'""",link,http://dlvr.it/P8mlDs,2017-05-16 02:09:18,13,14,1
47298465905_10154459688910906,"b""In his Teachers' Day message, the former PM urges educators to continue serving and building the next generation.""","b'I was a naughty boy, confesses Dr M'",link,http://dlvr.it/P8mlD6,2017-05-16 02:09:16,127,24,18
47298465905_10154459688860906,"b""FOCUS | China's 'Belt and Road' Initiative an enormous opportunity for Malaysia to be a developed nation, says Najib.""","b'Of sovereighty, Alibaba and durian diplomacy'",link,http://dlvr.it/P8ml9h,2017-05-16 02:09:12,26,29,2
47298465905_10154459688745906,"b""They will be asked to explain their absence and detail the usage of state gov't allocations for their constituencies, says CM Lim Guan Eng.""","b""Penang reps absent from Governor's do to be penalised""",link,http://dlvr.it/P8mksL,2017-05-16 02:09:08,129,6,33
47298465905_10154459649695906,b'Ti Lian Ker says grassroots leaders the party sent to China were only learning technical knowledge.',"b""MCA denies indoctrination training by China's communist party""",link,http://dlvr.it/P8mF2T,2017-05-16 01:37:09,35,29,9
47298465905_10154459582870906,"b'They question police\'s commitment and urge gov\'t not to ""sweep cases under the carpet"".'","b""Int'l rights group calls on M'sia to act on 'enforced disappearances'""",link,http://dlvr.it/P8lJhP,2017-05-16 00:31:07,122,3,24
47298465905_10154459575635906,"b'Video | KiniTV: It is unconventional for the Finance Ministry to return the RM741 million deposit paid for the Bandar Malaysia land, if it insists that the payment deal was breached, said Petaling Jaya Utara MP Tony Pua.'","b""Tony Pua: Why return Bandar M'sia deposit?""",link,http://www.kinitv.com/video/48289O8,2017-05-16 00:26:46,296,44,84
47298465905_10154459559950906,b'Video | KiniTV: Electoral watchdog Bersih has vowed to keep going to the Election Commission (EC) headquarters until they get a meeting with its chief Mohd Hashim Abdullah.',b'Bersih: We will keep coming to EC HQ to seek meeting',link,http://www.kinitv.com/video/48286O8,2017-05-16 00:09:27,312,16,62
47298465905_10154447484405906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-16 00:00:00,4,4,0
47298465905_10154459538485906,b'They recount the alleged ordeal endured in Malaysian detention centres.',"b'Report: Parched refugees forced to drink toilet water, suffer beatings'",link,http://dlvr.it/P8krJm,2017-05-15 23:59:12,29,18,15
47298465905_10154459538470906,"b""The reason being Justice Azizah Nawawi's husband holds the position of S'gor state legal advisor, says lawyer.""","b""Judge recuses herself from hearing Azmin's OSA challenge""",link,http://dlvr.it/P8kr81,2017-05-15 23:59:07,42,5,5
47298465905_10154459537300906,b'Video | KiniTV: Penang Chief Minister Lim Guan Eng appeared on a video posted on his official Facebook explaining why he had his right hand wrapped.\n\nHe said he underwent a minor surgery to fix a damaged ligament on his pinky.',b'Guan Eng underwent finger surgery',link,http://www.kinitv.com/video/48284O8,2017-05-15 23:58:19,94,33,2
47298465905_10154459481985906,"b'Video | KiniTV: Parti Bebas Rasuah leader Ezam Mohd Nor defended his decision not to reveal the alleged ""six boxes of evidence"" of corruption he claimed in 1998 he had in his possession, purportedly showing wrongdoing by high-ranking government officials.'","b""Ezam had '6 boxes of evidence' against government officials""",link,http://www.kinitv.com/video/48280O8,2017-05-15 23:38:19,64,38,17
47298465905_10154459433040906,b'COMMENT | The appel today will determine whether the Umany 4 are able to clear their names.',b'How retrogressive can UM be?',link,http://dlvr.it/P8kRpz,2017-05-15 23:28:15,14,0,1
47298465905_10154459432925906,b'Former PKR senator Saiful Izham Ramli says his party should relinquish political appointments in PAS-led Kelantan.',"b""'After divorce with PAS, PKR should quit in Kelantan'""",link,http://dlvr.it/P8kRWW,2017-05-15 23:28:10,76,37,6
47298465905_10154459425115906,b'Video | KiniTV: IT security services company LGMS says the infamous WannaCry ransomware has already hit two Malaysian companies.',b'What you need to do when your computer is infected by WannaCry',link,http://www.kinitv.com/video/48277O8,2017-05-15 23:20:48,84,10,99
47298465905_10154459389165906,b'The Malaysian Education Dilemma\nOne of the most outdated systems still up and running in Malaysia\n\nRead more at: http://vox.malaysiakini.com/en/24456\n#brandvoice',b'The Malaysian Education Dilemma',link,http://vox.malaysiakini.com/en/24456,2017-05-15 23:03:16,41,18,32
47298465905_10154459379705906,b'The electoral watchdog vows to keep going until they get a meeting with Election Commission chief Mohd Hashim Abdullah.',b'Bersih to keep visiting EC HQ to discuss electoral reforms',link,http://dlvr.it/P8jzfp,2017-05-15 22:55:15,116,9,12
47298465905_10154459379325906,"b""Over 30 individuals have reportedly been sent here without authorities' knowledge, says English daily quoting source.""","b""Report: Foreigners nabbed for trying to join IS 'dumped' in M'sia""",link,http://dlvr.it/P8jzLp,2017-05-15 22:55:11,72,20,45
47298465905_10154459352840906,,b'KiniTV',link,http://www.kinitv.com/video/48272O8,2017-05-15 22:45:12,48,12,0
47298465905_10154459348960906,"b'Malaysiakini news is independent from government/opposition influence and corporate interests. Malaysiakini is neither pro-opposition nor pro-government either. We believe in reporting fair and unbiased news and views that matter, holding governments of the day (federal and state) accountable.\n\nSupport Independent Media. Support Malaysiakini today. (y)\n\nhttps://subscription.malaysiakini.com/ (desktop)\nhttps://msub.malaysiakini.com/ (mobile)'",b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154459348960906/?type=3,2017-05-15 22:42:39,22,6,1
47298465905_10154459346285906,,b'KiniTV',link,http://www.kinitv.com/video/48267O8,2017-05-15 22:39:46,85,26,0
